"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:13:06 GMT 2022","8411","","Operator Suite EE","","Operator Suite EE","","[SynchronizedBeforeSuite]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:13:55 GMT 2022","57952","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:14:41 GMT 2022","103700","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"passed","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:13:56 GMT 2022","61046","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"skipped","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:12:55 GMT 2022","762","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with PVC configuration [hz_persistence, slow]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:14:37 GMT 2022","99340","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"skipped","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:12:55 GMT 2022","717","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:13:48 GMT 2022","50849","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"skipped","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:12:55 GMT 2022","776","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"passed","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:13:01 GMT 2022","6404","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:13:38 GMT 2022","40690","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast member status should update HZ detailed member status [hz, fast]",""
"passed","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:13:42 GMT 2022","47899","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:17:46 GMT 2022","288899","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:14:29 GMT 2022","91192","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration single node [hz_persistence, slow]",""
"passed","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:14:26 GMT 2022","91269","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"skipped","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:12:55 GMT 2022","718","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:16:31 GMT 2022","213114","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:13:48 GMT 2022","53082","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should fail when persistence of Map CR and Hazelcast CR do not match [map_persistence, fast]",""
"passed","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:14:45 GMT 2022","110358","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:14:44 GMT 2022","106728","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:13:04 GMT 2022","6460","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"skipped","Thu Jul 21 09:12:55 GMT 2022","Thu Jul 21 09:12:55 GMT 2022","717","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration multiple nodes [hz_persistence, slow]",""
"passed","Thu Jul 21 09:12:58 GMT 2022","Thu Jul 21 09:14:27 GMT 2022","89260","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
