"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 16 09:12:54 GMT 2022","Sat Jul 16 09:13:03 GMT 2022","9287","","Operator Suite OS","","Operator Suite OS","","[SynchronizedBeforeSuite]",""
"skipped","Sat Jul 16 09:12:54 GMT 2022","Sat Jul 16 09:12:54 GMT 2022","862","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"skipped","Sat Jul 16 09:12:54 GMT 2022","Sat Jul 16 09:12:54 GMT 2022","865","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Sat Jul 16 09:13:28 GMT 2022","Sat Jul 16 09:15:10 GMT 2022","102430","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Sat Jul 16 09:13:28 GMT 2022","Sat Jul 16 09:14:17 GMT 2022","49010","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"passed","Sat Jul 16 09:13:28 GMT 2022","Sat Jul 16 09:14:42 GMT 2022","74335","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Sat Jul 16 09:12:54 GMT 2022","Sat Jul 16 09:13:37 GMT 2022","43393","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should fail when persistence of Map CR and Hazelcast CR do not match [map_persistence, fast]",""
"skipped","Sat Jul 16 09:12:54 GMT 2022","Sat Jul 16 09:12:54 GMT 2022","868","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"passed","Sat Jul 16 09:12:54 GMT 2022","Sat Jul 16 09:13:24 GMT 2022","30992","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"passed","Sat Jul 16 09:13:28 GMT 2022","Sat Jul 16 09:13:34 GMT 2022","6780","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"passed","Sat Jul 16 09:13:28 GMT 2022","Sat Jul 16 09:15:02 GMT 2022","94184","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
